Nombre completo,Lugar de nacimiento (país),Nacionalidad,Posición principal,Club actual,Proveedor,Fin de contrato,Fecha de fichaje,comprado_por,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,overallrating,potential,jumping,understat_goals,strength,vision,headingaccuracy,ballcontrol,acceleration,interceptions,understat_matches,reactions,longpassing,dribbling,understat_assists,standingtackle,understat_minutes,penalties,Valor de mercado actual (numérico),Cluster
遠藤 航,54.0,237,0,53,7.0,30/06/2027,18/08/2023,-0.1775696988259484,-0.4183560509895422,-0.2224616017020763,-0.5293851978840262,-0.3242427910994543,-0.6094107630622181,0.7920928443470114,0.1387932678288245,1.242543747811272,-0.3295387788876583,-0.184859494584086,0.8429593384968296,1.044399064279705,0.6041446314164824,0.0500080218821804,0.9674390077689532,0.5916916890169024,0.6679278784581544,1.0168987835800107,0.594381631791024,-0.7363309741932195,0.993467502398944,0.1948574262296807,0.6345850403575508,10000000.0,0
Thomas Teye Partey,37.0,180,0,11,14.0,30/06/2025,05/10/2020,,-0.3218420435327115,-0.2224616017020763,-0.4270714066112797,-0.4224902431536684,-0.5149655689685982,1.4844816943006938,0.9413757726215664,0.2075088205654119,-0.6143784839080351,1.2776365068722948,1.2709250661058973,0.4916474424996455,0.7698432784357282,-0.802401442018629,1.141226283720838,-0.8672609969616332,1.0594550060453902,1.4144561687369164,0.7887764616546502,-0.7363309741932195,1.1633723290508362,-0.8060259091821014,-0.1263738005297073,15000000.0,1
Martin Ødegaard,65.0,267,0,11,6.0,30/06/2028,20/08/2021,,-0.1770710323474654,-0.1223498764671326,-0.1201300327930406,-0.4716139691807754,-0.3732977778281686,2.176870544254376,2.1452495298106795,-0.7334320223853699,1.6643391562549783,-1.2172096132591783,1.912873657519499,-0.1616044741495156,1.2669392194934654,0.3122878569285833,0.576417636877212,1.1752727634083169,2.103527346278019,1.7457539897010046,1.1775661213819029,3.882417270025369,0.6536578490951598,1.7086258437876083,0.9857968130747468,100000000.0,3
declan-rice,46.0,207,0,11,14.0,30/06/2028,15/07/2023,6.288638711609584,-0.4666130547179576,-0.32257332693702,-0.1712869284294138,-0.6189851472620966,-0.4205203748749785,2.176870544254376,1.9446039036124936,0.8661674106309593,1.379499451234602,1.0195489772035218,1.1995974448377194,0.692648032237849,0.935541925454974,0.2467178981669826,1.315013559672723,1.4670633006040237,1.7120002186907832,1.5469752971225517,0.8859738765864634,2.958667621181651,1.2483247423767825,1.8590288531089465,1.1614026994333448,110000000.0,3
Mikel Merino Zazón,28.0,113,0,11,14.0,30/06/2028,27/08/2024,,-0.4183560509895422,-0.2725174643195482,-0.4270714066112797,-0.2259953390452402,-0.184407389640929,1.6575789067891142,1.1420213988197518,1.33663783210635,0.8098200411938484,0.933519800647264,1.3422526873740752,1.446400243756112,0.935541925454974,0.1155779806437811,1.2281199216967804,0.8834822262126095,1.5814911761617043,1.281937040351281,0.8859738765864634,0.6492934990723571,1.0784199157248902,1.0150407432482007,1.1028674039804789,35000000.0,1
Boubacar Bernard Kamara,32.0,171,0,12,6.0,30/06/2027,01/07/2022,1.255063302288511,-0.4666130547179576,-0.2725174643195482,-0.4782283022476529,-0.5698614212349895,-0.3260751807813587,1.4844816943006938,1.342667025017937,0.6779792420408028,-0.6143784839080351,1.0195489772035218,0.8429593384968296,0.692648032237849,0.7146103960959796,-0.2122718131642224,1.2715667406847515,-0.2836799225702189,1.1899640485744687,0.9506392193871932,0.4485855093933042,-0.2744561497713605,1.2483247423767825,0.1602322730046245,0.6931203358104168,38000000.0,1
youri-tielemans,11.0,73,0,12,6.0,30/06/2027,01/07/2023,1.255063302288511,-0.5631270621747884,-0.4727409147894356,-0.3759145109749066,-0.1768716130181332,-0.2788525837345488,1.4844816943006938,0.9413757726215664,-0.2629616009099789,-0.0446990738672816,0.675432270978491,1.627563172446787,0.340897000195993,0.9907748077947226,-1.0646812770650318,0.6198644558651832,0.8834822262126095,1.5814911761617043,1.5469752971225517,0.7401777541887437,2.0349179723379334,0.7810864690840789,0.0455364529466257,1.3955438812448089,35000000.0,1
Morgan Elliot Rogers,46.0,196,0,12,14.0,30/06/2030,01/02/2024,-0.4640962990488403,-0.514870058446373,-0.4727409147894356,-0.222443824065787,-0.3242427910994543,-0.184407389640929,1.1382872693238526,1.342667025017937,0.3956969891555683,0.240140631153095,1.1055781537597795,1.4135803086422531,-0.1113543267149647,0.8250761607754767,0.4434277744517848,0.5329708178892408,-1.1590515341573402,1.1899640485744687,1.0168987835800107,0.9831712915182764,-0.2744561497713605,0.4412768157802945,-0.9585929905800056,0.5175144494518188,50000000.0,1
Jacob Matthew Ramsey,46.0,196,0,12,,30/06/2027,01/07/2020,,-0.1770710323474654,-0.4226850521719638,-0.4782283022476529,-0.5698614212349895,-0.2788525837345488,0.6189956318585909,0.740730146423381,0.2075088205654119,-0.3295387788876583,0.2452863881972024,0.8429593384968296,-0.1113543267149647,0.6041446314164824,0.6401376507365869,0.4895239989012696,-0.672733972164495,0.9289459635163116,0.420562705844652,0.8373751691205569,-0.2744561497713605,0.6961340557581328,-0.7724827919953281,0.1077673812817567,32000000.0,1
Marco Asensio Willemsen,28.0,126,0,12,14.0,30/06/2025,03/02/2025,0.8678651938791975,-0.2253280360758808,-0.4226850521719638,-0.5805420935203993,-0.2751190650723473,-0.3732977778281686,0.965190056835432,0.33943889402701,-0.0747734323198225,0.5249803361734717,-0.5289762008091169,1.1282698235695414,0.0393961155886878,1.046007690134471,0.6401376507365869,-0.4663060188340975,-0.3809434349687879,0.6679278784581544,1.2156774761584637,0.93457258405237,1.5730431479160747,-0.6206283507940317,-0.4597743769315389,0.6345850403575508,20000000.0,1
john-mcginn,25.0,106,0,12,,30/06/2027,08/08/2018,,-0.4183560509895422,-0.2224616017020763,-0.2736007197021602,-0.3733665171265614,-0.2788525837345488,1.1382872693238526,0.5400845202251955,0.3956969891555683,1.0946597462142251,1.1055781537597795,1.1282698235695414,-0.0611041792804139,0.7698432784357282,0.3122878569285833,1.0108858267569245,1.1752727634083169,1.1899640485744687,1.149417911965646,0.8373751691205569,1.111168323494216,1.0784199157248902,1.639375537337496,0.2248379721874887,18000000.0,1
ross-barkley,46.0,196,0,12,6.0,30/06/2026,01/07/2024,-0.0614102663031544,-0.4183560509895422,-0.1724057390846044,-0.2736007197021602,-0.5698614212349895,-0.3732977778281686,0.4458984193701703,-0.2624979845675464,-0.2629616009099789,0.8098200411938484,0.5033739178659755,1.1995974448377194,0.4916474424996455,0.7146103960959796,-0.9991113183034313,0.1419494469974997,0.8834822262126095,0.5374188359290758,1.149417911965646,0.7401777541887437,1.111168323494216,0.4837530224432675,1.1784281850289349,0.8101909267161488,8000000.0,0
sandro-tonali,53.0,224,0,57,6.0,30/06/2028,03/07/2023,3.191053844335078,-0.2253280360758808,-0.4226850521719638,-0.4782283022476529,-0.5207376952078825,-0.5149655689685982,1.830676119277535,1.7439582774143083,1.0543555792211157,-0.3295387788876583,1.1055781537597795,1.1282698235695414,0.5921477373687473,0.9907748077947226,0.90241748578299,1.2281199216967804,-1.4508420713530474,1.450982133632626,1.3481966045440987,0.6915790467228371,-0.7363309741932195,1.1633723290508362,-1.1923127748491351,0.7516556312632828,45000000.0,1
Bruno Guimarães Rodrigues Moura,8.0,62,0,57,14.0,30/06/2028,30/01/2022,1.6422614106978242,-0.514870058446373,-0.32257332693702,-0.1201300327930406,-0.3242427910994543,-0.3260751807813587,1.830676119277535,1.5433126512161228,0.3956969891555683,1.379499451234602,0.8474906240910064,1.556235551178609,0.3911471476305438,0.9907748077947226,0.1155779806437811,1.0543326457448956,1.369799788205455,1.5814911761617043,1.6132348613153693,1.031769998984183,2.958667621181651,1.0784199157248902,1.8979821504871348,0.8101909267161488,80000000.0,3
Joseph George Willock,46.0,210,0,57,14.0,30/06/2027,13/08/2021,,-0.3218420435327115,-0.5728526400243794,-0.2736007197021602,-0.4716139691807754,-0.4205203748749785,0.4458984193701703,0.5400845202251955,0.2075088205654119,-0.3295387788876583,-0.3569178476966014,1.1282698235695414,0.5921477373687473,0.659377513756231,0.5089977332133855,0.8805453697930107,-1.3535785589544784,0.4069097933999971,0.7518605268087402,0.8859738765864634,-0.7363309741932195,0.7810864690840789,-1.210707387499946,0.6345850403575508,28000000.0,1
Sean David Longstaff,46.0,196,0,57,,30/06/2026,01/01/2019,,-0.5631270621747884,-0.4727409147894356,-0.222443824065787,-0.1768716130181332,-0.2788525837345488,0.0997039943933291,-0.4631436107657319,-1.1098083595656825,1.0946597462142251,-0.3569178476966014,1.0569422023013637,-0.2621047690186173,0.4384459843972366,-0.7368314832570283,0.7936517318170682,1.1752727634083169,0.0153826658127613,0.8843796551943754,0.5457829243251173,0.1874186746504982,0.7810864690840789,1.3093545456611786,0.1663026767346227,22000000.0,0
lewis-miley,46.0,196,0,57,,30/06/2029,01/07/2023,,-0.4183560509895422,-0.5227967774069076,-0.3759145109749066,-0.2751190650723473,-0.5149655689685982,-0.4195876430719326,1.5433126512161228,-0.4511497695001353,-0.3295387788876583,-0.0128011414715706,0.9856145810331854,-0.0611041792804139,0.3279802197177395,-0.0155619368794202,0.4460771799132983,-0.575470459765926,-0.506653504303553,0.5530818342302873,0.5457829243251173,0.6492934990723571,0.4837530224432675,-0.340750412720408,-0.1263738005297073,22000000.0,0
Rodrigo Bentancur Colmán,92.0,354,0,95,14.0,30/06/2026,31/01/2022,1.255063302288511,-0.4666130547179576,-0.5227967774069076,-0.1712869284294138,-0.1768716130181332,-0.2788525837345488,1.1382872693238526,0.740730146423381,-0.0747734323198225,-0.3295387788876583,0.073228035084687,1.0569422023013637,0.2906468527614421,0.935541925454974,0.0500080218821804,1.0977794647328667,0.0081106146254881,0.798436920987233,1.281937040351281,0.9831712915182764,-0.2744561497713605,0.993467502398944,-0.5647318726449906,0.9272615176218808,30000000.0,1
Дејан Кулушевски,85.0,333,0,95,,30/06/2028,01/07/2023,3.191053844335078,-0.1770710323474654,-0.6229085026418513,-0.3759145109749066,-0.3733665171265614,-0.6094107630622181,1.6575789067891142,1.7439582774143083,0.3016029048604901,1.6643391562549783,1.1055781537597795,1.627563172446787,-0.3123549164531682,0.9907748077947226,0.5745676919749862,0.4026303609253271,1.2725362758068857,1.8425092612198617,1.0168987835800107,1.1775661213819029,0.6492934990723571,0.3988006091173214,1.351553951154216,0.8101909267161488,60000000.0,1
James Daniel Maddison,46.0,196,0,95,7.0,30/06/2028,01/07/2023,3.965450061153705,-0.3218420435327115,-0.1724057390846044,-0.1712869284294138,-0.2751190650723473,-0.184407389640929,1.6575789067891142,1.1420213988197518,-1.4861846967459953,0.5249803361734717,-1.3892679663716938,1.7702184149831428,-1.1666074228405328,1.1564734548139683,0.6401376507365869,-0.0752846479423564,0.4944281766183333,1.0594550060453902,1.480715732929734,1.0803687064500898,3.42054244560351,0.3563244024543484,0.7228910129117885,1.337008585791943,50000000.0,1
yves-bissouma,20.0,250,0,95,6.0,30/06/2026,01/07/2022,2.0294595191071374,-0.2735850398042961,-0.4727409147894356,-0.4782283022476529,-0.2751190650723473,-0.4677429719217884,0.7920928443470114,0.33943889402701,0.2075088205654119,-0.6143784839080351,0.5033739178659755,0.7716317172286516,0.340897000195993,0.7146103960959796,0.1811479394053818,1.0108858267569245,0.4944281766183333,0.6679278784581544,1.0168987835800107,0.7887764616546502,-0.7363309741932195,0.9509912957359712,0.6298359136194499,0.4004438585460868,28000000.0,1
Moisés Isaac Caicedo Corozo,23.0,102,0,28,,30/06/2031,14/08/2023,5.127044386381645,-0.1288140286190501,-0.5728526400243794,-0.222443824065787,-0.4224902431536684,-0.2316299866877389,1.830676119277535,1.9446039036124936,0.6779792420408028,-0.3295387788876583,0.675432270978491,1.1282698235695414,0.340897000195993,0.8803090431152254,0.7057076094981877,1.2715667406847515,1.1752727634083169,1.5814911761617043,1.281937040351281,0.6915790467228371,0.6492934990723571,1.3332771557027283,1.4705779153653469,0.2248379721874887,80000000.0,3
Cole Jermaine Palmer,46.0,196,0,28,6.0,30/06/2033,01/09/2023,0.7129859505154722,-0.514870058446373,-0.5728526400243794,-0.3759145109749066,-0.1768716130181332,-0.184407389640929,2.176870544254376,2.345895156008865,-0.0747734323198225,5.652095026540252,-0.6150053773653745,1.8415460362513207,0.1901465578923404,1.211706337153717,0.5745676919749862,-0.1621782859182989,1.0780092510097476,2.103527346278019,1.5469752971225517,1.1289674139159962,4.344292094447227,-0.1533900775013281,1.192494653526614,2.273573313037799,130000000.0,3
romeo-lavia,11.0,67,0,28,14.0,30/06/2030,18/08/2023,1.7971406540615495,-0.514870058446373,-0.5227967774069076,-0.6316989891567725,-0.3242427910994543,-0.2316299866877389,0.6189956318585909,1.342667025017937,0.6779792420408028,-0.6143784839080351,0.675432270978491,0.8429593384968296,0.4413972950650947,0.5489117490767338,0.4434277744517848,1.0108858267569245,-2.1316866581430305,0.6679278784581544,0.8843796551943754,0.6915790467228371,-0.7363309741932195,0.866038882410025,-1.6327014424303192,-0.0678385050768413,40000000.0,1
Kiernan Frank Dewsbury-Hall,46.0,207,0,28,,30/06/2029,02/07/2024,1.6422614106978242,-0.2735850398042961,-0.1223498764671326,-0.4270714066112797,-0.3733665171265614,-0.5149655689685982,0.4458984193701703,0.33943889402701,0.0193206519752555,,-0.184859494584086,0.9856145810331854,0.340897000195993,0.7146103960959796,0.3122878569285833,0.6198644558651832,,0.4069097933999971,0.9506392193871932,0.6915790467228371,,0.6536578490951598,,0.8101909267161488,22000000.0,0
mathis-amougou,32.0,145,0,28,,30/06/2033,03/02/2025,-0.2937291313487425,-0.6113840659032037,-0.4727409147894356,-0.222443824065787,-0.2751190650723473,-0.2788525837345488,-0.9388792805371944,0.740730146423381,-0.3570556852050571,,-0.4429470242528591,0.201010747083228,-0.2118546215840664,0.2175144550382423,0.5745676919749862,0.5329708178892408,,-0.3761444617744744,0.420562705844652,0.2541906795296779,,0.5687054357692136,,-0.3019796868883053,10000000.0,2
Bruno Miguel Borges Fernandes,72.0,292,0,55,6.0,30/06/2027,29/01/2020,,-0.2735850398042961,-0.1724057390846044,-0.1201300327930406,-0.4716139691807754,-0.184407389640929,2.0037733317659554,1.5433126512161228,-0.2629616009099789,2.234018566295732,-0.7010345539216323,2.0555289000558545,0.2403967053268912,1.046007690134471,0.3122878569285833,0.3157367229493846,1.1752727634083169,2.2340363888070978,1.8120135538938225,0.8859738765864634,2.958667621181651,0.6111816424321866,1.7129539879407405,2.273573313037799,55000000.0,1
Alejandro Garnacho Ferreyra,28.0,45,0,55,6.0,30/06/2028,01/07/2022,-0.5260479963943305,-0.5631270621747884,-0.1223498764671326,-0.1712869284294138,-0.2259953390452402,-0.5149655689685982,0.4458984193701703,1.1420213988197518,-1.297996528155839,1.379499451234602,-2.077501378821756,0.7003040959604736,-0.714356095929575,0.6041446314164824,1.361407197114195,-0.6835401137739536,1.2725362758068857,0.6679278784581544,0.2217840132661992,0.7401777541887437,1.111168323494216,-0.8330093841088968,1.1502952480335766,0.2833732676403547,45000000.0,1
Tidiane Amadou Diallo,32.0,171,0,75,,30/06/2027,01/07/2024,,-0.2253280360758808,-0.1223498764671326,-0.4782283022476529,-0.3242427910994543,-0.5621881660154082,0.7920928443470114,1.342667025017937,-1.0157142752706043,-0.6143784839080351,-2.077501378821756,0.9856145810331854,-0.5133555061913716,0.7146103960959796,1.361407197114195,-0.0318378289543852,-2.1316866581430305,0.6679278784581544,0.5530818342302873,0.93457258405237,-0.7363309741932195,-0.5781521441310585,-1.6629984515022431,0.6931203358104168,0.0,0
kobbie-mainoo,46.0,203,0,55,,30/06/2027,01/01/2023,-0.657695353253497,-0.1770710323474654,-0.32257332693702,-0.3759145109749066,-0.6189851472620966,-0.4205203748749785,0.4458984193701703,1.5433126512161228,0.3956969891555683,0.240140631153095,0.3313155647534601,0.9142869597650076,0.2906468527614421,0.7698432784357282,0.5089977332133855,0.7936517318170682,0.1053741270240572,0.798436920987233,1.0168987835800107,0.8859738765864634,-0.2744561497713605,0.866038882410025,0.4783508682598288,0.4004438585460868,55000000.0,1
Eberechi Oluchi Eze,46.0,211,0,30,5.0,30/06/2027,28/08/2020,,-0.3700990472611269,-0.2725174643195482,-0.4270714066112797,-0.1768716130181332,-0.3732977778281686,1.1382872693238526,0.9413757726215664,-0.3570556852050571,2.5188582713161085,-0.0128011414715706,1.1995974448377194,-0.4631053587568208,0.8250761607754767,0.7712775682597884,-0.1621782859182989,0.3971646642197643,0.9289459635163116,0.8181200910015578,1.031769998984183,1.111168323494216,0.0589909558135371,0.6049490847389407,1.4540791766976748,55000000.0,1
ismaila-sarr,81.0,312,0,30,,30/06/2029,01/08/2024,0.7129859505154722,-0.1770710323474654,-0.2224616017020763,-0.5293851978840262,-0.5698614212349895,-0.4205203748749785,0.4458984193701703,-0.2624979845675464,-0.0747734323198225,0.240140631153095,0.2452863881972024,0.8429593384968296,-0.714356095929575,0.5489117490767338,1.4269771558757955,-1.378689217581493,0.0081106146254881,0.4069097933999971,0.1555244490733816,0.6915790467228371,1.111168323494216,-1.1728190374126812,-0.1124408086426934,0.6931203358104168,22000000.0,0
鎌田 大地,54.0,237,0,30,6.0,30/06/2026,01/07/2024,0.7129859505154722,-0.5631270621747884,-0.3726291895544919,-0.3247576153385333,-0.5698614212349895,-0.3260751807813587,0.4458984193701703,-0.2624979845675464,-0.6393379380902917,-0.0446990738672816,-1.2172096132591783,1.1282698235695414,-0.2621047690186173,0.5489117490767338,0.6401376507365869,-0.0752846479423564,0.5916916890169024,0.798436920987233,0.9506392193871932,0.594381631791024,0.1874186746504982,0.016514749150564,0.0152394438747015,1.571149767603407,15000000.0,0
William James Hughes,46.0,196,0,30,6.0,30/06/2027,28/08/2021,,-0.514870058446373,-0.1223498764671326,-0.2736007197021602,-0.4224902431536684,-0.2788525837345488,0.2728012068817497,-0.4631436107657319,-1.2039024438607608,-0.6143784839080351,-0.9591220835904054,0.9856145810331854,-0.010854031845863,0.5489117490767338,-0.8679714007802297,0.923992188780982,0.6889552014154714,0.6679278784581544,0.8843796551943754,0.4971842168592107,-0.2744561497713605,0.7810864690840789,0.4177568501159803,0.8687262221690149,9000000.0,0
justin-devenny,,218,0,30,,30/06/2027,01/07/2024,-0.6693112965057764,-0.3218420435327115,-0.3726291895544919,-0.1712869284294138,-0.4716139691807754,-0.184407389640929,-0.9388792805371944,-0.2624979845675464,-0.827526106680448,,-0.184859494584086,0.4863212321559398,-0.2118546215840664,0.1622815726984937,-0.2122718131642224,0.1853962659854709,,-0.506653504303553,0.4868222700374697,0.2541906795296779,,0.2288957824654293,,0.2248379721874887,3000000.0,2
matheus-franca,8.0,60,0,30,6.0,30/06/2028,05/08/2023,0.0160293553787081,-0.2253280360758808,-0.1223498764671326,-0.2736007197021602,-0.4716139691807754,-0.184407389640929,-0.9388792805371944,0.740730146423381,0.1134147362703337,-0.6143784839080351,-0.0128011414715706,-0.2982826017940176,-0.1616044741495156,0.4384459843972366,0.8368475270213891,-1.118008303653666,-1.2563150465559094,-1.1591987169489462,-0.1095138076978889,0.594381631791024,-0.2744561497713605,-1.130342830749708,-1.4509193879987738,0.4589791539989528,10000000.0,2
Kaden Kai Rodney,,196,0,30,,-,01/07/2024,-0.6654393154216833,-0.6113840659032037,-0.32257332693702,-0.4270714066112797,-0.5698614212349895,-0.3260751807813587,-3.0160458303982414,-1.8676629941530305,-1.9566551182213865,,-1.4752971429279516,-0.940231193207619,-0.362605063887719,-0.7766774270772323,-0.5401216069722261,0.1853962659854709,,-2.072762014652496,-0.5070711928547946,-0.4747899324589207,,0.1864195758024562,,-0.6531914596055014,200000.0,2
ibrahim-sangare,20.0,89,0,58,,30/06/2028,01/09/2023,2.0294595191071374,-0.514870058446373,-0.2224616017020763,-0.3247576153385333,-0.5698614212349895,-0.5149655689685982,0.4458984193701703,0.1387932678288245,0.4897910734506465,-0.6143784839080351,1.8798407427660988,0.6289764746922957,0.6423978848032982,0.383213102057488,-0.0155619368794202,0.9674390077689532,-0.575470459765926,0.4069097933999971,0.8181200910015578,0.4971842168592107,-0.7363309741932195,0.908515089072998,-0.5246965392285193,0.7516556312632828,28000000.0,1
Ryan James Yates,46.0,196,0,58,,30/06/2028,01/07/2016,,-0.3700990472611269,-0.4727409147894356,-0.5805420935203993,-0.5698614212349895,-0.3260751807813587,0.4458984193701703,-0.0618523583693609,0.3956969891555683,-0.3295387788876583,1.1055781537597795,0.2723383683514059,0.7931483271069507,0.2727473373779909,-1.1302512358266326,0.8805453697930107,1.1752727634083169,0.6679278784581544,0.4868222700374697,0.1569932645978647,-0.2744561497713605,0.8235626757470519,0.4642843997621497,0.2248379721874887,13000000.0,0
Jack Luca Hinshelwood,46.0,196,0,23,,30/06/2028,01/07/2023,,-0.4183560509895422,-0.4727409147894356,-0.222443824065787,-0.6189851472620966,-0.5621881660154082,-0.0733932180950914,0.9413757726215664,1.0543555792211157,0.240140631153095,-0.0988303180278283,0.5576488534241177,0.7428981796723999,0.3279802197177395,0.1155779806437811,0.7936517318170682,-1.0617880217587712,0.1458917083418399,0.619341398423105,0.3027893869955845,-0.7363309741932195,0.6961340557581328,-0.7010684134686496,0.8101909267161488,24000000.0,0
mats-wieffer,69.0,275,0,23,7.0,30/06/2029,05/07/2024,1.6422614106978242,-0.514870058446373,-0.2725174643195482,-0.1712869284294138,-0.2751190650723473,-0.5149655689685982,0.6189956318585909,0.740730146423381,0.9602614949260374,,0.8474906240910064,0.7716317172286516,0.8936486219760524,0.6041446314164824,-0.0155619368794202,1.0108858267569245,,0.4069097933999971,1.0168987835800107,0.4485855093933042,,0.908515089072998,,0.2248379721874887,27000000.0,1
James Philip Milner,46.0,196,0,23,6.0,30/06/2025,01/07/2023,-0.5647678072352618,-0.2735850398042961,-0.4226850521719638,-0.3759145109749066,-0.4716139691807754,-0.5621881660154082,-0.0733932180950914,-0.8644348631621029,-0.827526106680448,-0.6143784839080351,-0.0988303180278283,0.7716317172286516,0.340897000195993,0.4936788667369852,-1.4581010296346362,0.923992188780982,-0.7699974845630642,0.6679278784581544,0.8181200910015578,0.4485855093933042,0.1874186746504982,0.7810864690840789,-0.8114360893735164,2.097967426679201,1000000.0,0
